"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009156","ribonucleoside monophosphate biosynthetic process","4/212","35/18842",0.114285714285714,10.1574123989218,5.78442920996411,0.000620533922652151,0.0198301057891014,0.0198301057891014,"HPRT1/PPAT/PAICS/UCK2",4
"GO:0009411","response to UV","7/212","130/18842",0.0538461538461538,4.78570391872279,4.62031615585486,0.000678922766005573,0.0215787344006096,0.0215787344006096,"DTL/PCNA/MFAP4/MSH6/MSH2/USP1/PCLAF",7
"GO:0009263","deoxyribonucleotide biosynthetic process","3/212","16/18842",0.1875,16.6645047169811,6.68668877355136,0.000705812373400674,0.0218430355557682,0.0218430355557682,"RRM1/TYMS/RRM2",3
"GO:0009265","2'-deoxyribonucleotide biosynthetic process","3/212","16/18842",0.1875,16.6645047169811,6.68668877355136,0.000705812373400674,0.0218430355557682,0.0218430355557682,"RRM1/TYMS/RRM2",3
"GO:0046385","deoxyribose phosphate biosynthetic process","3/212","16/18842",0.1875,16.6645047169811,6.68668877355136,0.000705812373400674,0.0218430355557682,0.0218430355557682,"RRM1/TYMS/RRM2",3
"GO:0048308","organelle inheritance","3/212","16/18842",0.1875,16.6645047169811,6.68668877355136,0.000705812373400674,0.0218430355557682,0.0218430355557682,"CDK1/PDCD10/VRK1",3
"GO:0048313","Golgi inheritance","3/212","16/18842",0.1875,16.6645047169811,6.68668877355136,0.000705812373400674,0.0218430355557682,0.0218430355557682,"CDK1/PDCD10/VRK1",3
"GO:1903320","regulation of protein modification by small protein conjugation or removal","9/212","214/18842",0.0420560747663551,3.73783283371539,4.2967904820496,0.000732110248672694,0.0225382631528557,0.0225382631528557,"UBE2S/FANCI/MAD2L1/CDK1/CAPN3/UBA2/UBE2C/CDC20/UBE2V2",9
"GO:1902808","positive regulation of cell cycle G1/S phase transition","5/212","64/18842",0.078125,6.94354363207547,5.08070819836616,0.000765071488920884,0.0234303143482021,0.0234303143482021,"RRM1/EZH2/RRM2/CDC6/CCNE2",5
"GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process","3/212","17/18842",0.176470588235294,15.6842397336293,6.46132984877986,0.000849975298866682,0.0258956205043321,0.0258956205043321,"NME1/TYMS/UCK2",3
"GO:1901873","regulation of post-translational protein modification","9/212","219/18842",0.0410958904109589,3.65249418454381,4.21177491845322,0.000862389006810129,0.0261383884538328,0.0261383884538328,"UBE2S/FANCI/MAD2L1/CDK1/CAPN3/UBA2/UBE2C/CDC20/UBE2V2",9
"GO:2000781","positive regulation of double-strand break repair","6/212","99/18842",0.0606060606060606,5.38650657518582,4.66799419387685,0.000888157541811067,0.0267813658761491,0.0267813658761491,"RAD51AP1/SKP2/ACTL6A/FOXM1/PRKDC/UBE2V2",6
"GO:0051028","mRNA transport","7/212","137/18842",0.0510948905109489,4.54117890097783,4.43754502966902,0.000925412583981264,0.0277623775194379,0.0277623775194379,"NDC1/NUP107/AGFG1/LRPPRC/NUP37/IGF2BP3/NUP155",7
"GO:0000302","response to reactive oxygen species","8/212","179/18842",0.0446927374301676,3.97217244650574,4.26209640635876,0.000971682034251378,0.0290024891441528,0.0290024891441528,"PCNA/CDK1/HDAC2/FBLN5/PDCD10/PPIF/PAWR/ECT2",8
"GO:0031507","heterochromatin formation","9/212","223/18842",0.0403587443946188,3.58697859378966,4.14553483115249,0.000979679346585268,0.0290935078682898,0.0290935078682898,"H2AX/CENPA/HELLS/CBX3/EZH2/HDAC2/HAT1/LMNB1/OIP5",9
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition","3/212","18/18842",0.166666666666667,14.812893081761,6.25429588478416,0.00101154600926271,0.0294450026458649,0.0294450026458649,"DLGAP5/UBE2C/CDC20",3
"GO:0046040","IMP metabolic process","3/212","18/18842",0.166666666666667,14.812893081761,6.25429588478416,0.00101154600926271,0.0294450026458649,0.0294450026458649,"HPRT1/PPAT/PAICS",3
"GO:0051177","meiotic sister chromatid cohesion","3/212","18/18842",0.166666666666667,14.812893081761,6.25429588478416,0.00101154600926271,0.0294450026458649,0.0294450026458649,"BUB1B/SMC3/BUB1",3
"GO:0051447","negative regulation of meiotic cell cycle","3/212","18/18842",0.166666666666667,14.812893081761,6.25429588478416,0.00101154600926271,0.0294450026458649,0.0294450026458649,"TRIP13/TTK/ZWINT",3
"GO:0051302","regulation of cell division","8/212","184/18842",0.0434782608695652,3.8642329778507,4.16483869436983,0.00116005319071873,0.0336015406966805,0.0336015406966805,"AURKA/BIRC5/PRC1/KIF20A/VEGFD/RACGAP1/CDC6/ECT2",8
"GO:0007098","centrosome cycle","7/212","143/18842",0.048951048951049,4.35063992611162,4.29042253408274,0.00118852870418147,0.0338396819742193,0.0338396819742193,"NDC80/AURKA/KIF11/NEK2/CDK1/SAC3D1/PCLAF",7
"GO:0006144","purine nucleobase metabolic process","3/212","19/18842",0.157894736842105,14.0332671300894,6.06316174351243,0.00119129492664343,0.0338396819742193,0.0338396819742193,"HPRT1/PPAT/PAICS",3
"GO:0009168","purine ribonucleoside monophosphate biosynthetic process","3/212","19/18842",0.157894736842105,14.0332671300894,6.06316174351243,0.00119129492664343,0.0338396819742193,0.0338396819742193,"HPRT1/PPAT/PAICS",3
"GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","3/212","19/18842",0.157894736842105,14.0332671300894,6.06316174351243,0.00119129492664343,0.0338396819742193,0.0338396819742193,"DLGAP5/UBE2C/CDC20",3
"GO:0045132","meiotic chromosome segregation","5/212","71/18842",0.0704225352112676,6.25896890778634,4.73586757941446,0.00122614318812038,0.0346621247410953,0.0346621247410953,"TRIP13/NDC80/TTK/ZWINT/PTTG1",5
"GO:0046653","tetrahydrofolate metabolic process","3/212","20/18842",0.15,13.3316037735849,5.88593081637241,0.0013899601410225,0.0388535465230504,0.0388535465230504,"TYMS/FOLR1/MTHFD2",3
"GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","3/212","20/18842",0.15,13.3316037735849,5.88593081637241,0.0013899601410225,0.0388535465230504,0.0388535465230504,"NDC80/BIRC5/MAD2L1",3
"GO:2000779","regulation of double-strand break repair","7/212","147/18842",0.0476190476190476,4.23225516621743,4.1967688397841,0.00139423440754483,0.0388535465230504,0.0388535465230504,"RAD51AP1/DEK/SKP2/ACTL6A/FOXM1/PRKDC/UBE2V2",7
"GO:2000241","regulation of reproductive process","7/212","148/18842",0.0472972972972973,4.20365884752677,4.17387538716711,0.00144976280047433,0.0401180197795675,0.0401180197795676,"TRIP13/RAD51AP1/TTK/ZWINT/ASPM/HDAC2/CDC20",7
"GO:0015931","nucleobase-containing compound transport","9/212","236/18842",0.038135593220339,3.38939078989447,3.94030787197005,0.0014532547981374,0.0401180197795675,0.0401180197795676,"SSB/XPOT/NDC1/NUP107/AGFG1/LRPPRC/NUP37/IGF2BP3/NUP155",9
"GO:0010821","regulation of mitochondrion organization","6/212","110/18842",0.0545454545454545,4.84785591766724,4.3175417657617,0.00153327243754786,0.0421291679101937,0.0421291679101936,"DNM1L/SSBP1/AURKA/RALA/PPIF/CLU",6
"GO:0009127","purine nucleoside monophosphate biosynthetic process","3/212","21/18842",0.142857142857143,12.6967654986523,5.72094221180775,0.00160824817483858,0.0433784370094075,0.0433784370094075,"HPRT1/PPAT/PAICS",3
"GO:0040020","regulation of meiotic nuclear division","3/212","21/18842",0.142857142857143,12.6967654986523,5.72094221180775,0.00160824817483858,0.0433784370094075,0.0433784370094075,"TRIP13/RAD51AP1/ZWINT",3
"GO:0090141","positive regulation of mitochondrial fission","3/212","21/18842",0.142857142857143,12.6967654986523,5.72094221180775,0.00160824817483858,0.0433784370094075,0.0433784370094075,"DNM1L/AURKA/RALA",3
"GO:0090232","positive regulation of spindle checkpoint","3/212","21/18842",0.142857142857143,12.6967654986523,5.72094221180775,0.00160824817483858,0.0433784370094075,0.0433784370094075,"NDC80/BIRC5/MAD2L1",3
"GO:0007127","meiosis I","6/212","112/18842",0.0535714285714286,4.76128706199461,4.25882780238285,0.00168125054117686,0.0451404254891322,0.0451404254891322,"TRIP13/NDC80/RAD51AP1/TOP2A/ZWINT/PTTG1",6
"GO:0009394","2'-deoxyribonucleotide metabolic process","4/212","46/18842",0.0869565217391304,7.72846595570139,4.87389012947405,0.00175623800290366,0.0468896744727893,0.0468896744727893,"RRM1/TDG/TYMS/RRM2",4
"GO:0009123","nucleoside monophosphate metabolic process","5/212","77/18842",0.0649350649350649,5.77125704484195,4.47525071078907,0.00176235000994667,0.0468896744727893,0.0468896744727893,"HPRT1/PPAT/TYMS/PAICS/UCK2",5
"GO:0009147","pyrimidine nucleoside triphosphate metabolic process","3/212","22/18842",0.136363636363636,12.1196397941681,5.56680139954993,0.00184683473294719,0.0489161631969795,0.0489161631969795,"NME1/TYMS/UCK2",3
"GO:0031023","microtubule organizing center organization","7/212","155/18842",0.0451612903225806,4.01381618989653,4.01907671185713,0.00188842493979604,0.0497934468430524,0.0497934468430524,"NDC80/AURKA/KIF11/NEK2/CDK1/SAC3D1/PCLAF",7
"GO:0009262","deoxyribonucleotide metabolic process","4/212","47/18842",0.0851063829787234,7.56403050983541,4.80631059774383,0.00190289739336268,0.0499510565757703,0.0499510565757703,"RRM1/TDG/TYMS/RRM2",4
